id,name,shortDesc,fullDesc,price,popularity,image,category
182,Провотокс 40 г,пакет от почвенных вредителей (проволочника),"Средство «Провотокс» 40 г представляет собой специальный препарат, разработанный для борьбы с проволочником - вредителем, который может серьезно навредить урожаю картофеля. Препарат обладает высокой эффективностью в уничтожении личинок проволочника и способствует уменьшению повреждений клубней.

Один из преимуществ средства «Провотокс» заключается в его простоте использования. Для обеспечения долговременной защиты клубней достаточно разложить препарат в лунки при посадке картофеля. При этом он образует преграду для проволочника, предотвращая его проникновение к корням и клубням картофеля.

Использование средства «Провотокс» может значительно увеличить урожайность картофеля и улучшить его качество. Проволочник является одним из наиболее опасных вредителей картофельных полей, и его уничтожение с помощью «Провотокса» позволяет снизить потери и повреждения картофельного урожая.

Важно отметить, что применение средства «Провотокс» следует проводить с соблюдением указанных на упаковке инструкций и рекомендаций. Это позволит достичь максимальной эффективности препарата и обеспечить максимальную защиту клубней от проволочника.",100,16,images/products/provotoks.jpg,Инсектициды
183,Приманка Трикота Rubit,синий парафиновый брикет 160гр,,100,84,images/products/trikota_blue.jpg,Инсектициды
184,Приманка Трикота Rubit,зелёный тесто-сырный брикет 150гр,,100,66,images/products/trikota_green.jpg,Инсектициды
185,Приманка МЫШИНАЯ СМЕРТЬ ,зерно 200 г ,"Родентицид Тигард – эффективная ядовитая приманка, предназначенная для уничтожения мышей и крыс. Он выпускается в форме ярко-красных ядовитых зерен и подходит для домашнего и профессионального использования в различных условиях. Приманку стратегически размещают в местах активности грызунов, вдали от детей и домашних животных. Количество используемой приманки зависит от уровня присутствия грызунов.",100,58,images/products/rat_kill_red.jpg,Инсектициды
186,Приманка КРЫСИНАЯ СМЕРТЬ ,брикет в фильтр-пакетиках 200гр,"Приманка ""Крысиная Смерть"" — это высокоэффективное средство для борьбы с мышами, крысами и другими грызунами. Упакованная в удобные фильтр-пакетики, она представляет собой зерно злаковых культур с добавлением яда, что делает ее привлекательной для грызунов.

Ключевые характеристики:

- Быстрое действие: Приманка быстро привлекает грызунов благодаря привычной форме и вкусу. Первый эффект заметен уже через 3-7 дней после начала поедания.

- Высокая родентицидная активность: Специально разработанная формула обеспечивает надежное уничтожение грызунов, что позволяет эффективно решать проблему.

- Безопасность использования: В состав приманки входит битрекс — горький компонент, который не влияет на привлекательность для грызунов, но защищает приманку от поедания птицами и снижает риск случайного отравления домашних животных и людей.

- Эффект мумификации: После гибели грызуна происходит мумификация, что минимизирует риск появления неприятных запахов.

- Состав: Приманка содержит ароматизатор, дифенакум и пищевую приманку, что делает ее эффективной и безопасной при соблюдении инструкций по применению.

С ""Крысиной Смертью"" вы получите надежное и эффективное средство для контроля популяции грызунов в вашем доме или на даче, обеспечивая безопасность и комфорт для вас и вашей семьи. Не дайте шанса нежелательным посетителям — выберите ""Крысиную Смерть"" от Тигард!",100,57,images/products/rat_kill_blue.jpg,Инсектициды
187,Пластины от комаров ,«Домовой» 10шт.,"Эффективное и безопасное средство для уничтожения комаров в закрытых помещениях, в том числе в присутствии детей и людей с аллергией.

Преимущества:

Полное отсутствие запаха:** не раздражают дыхательные пути и не вызывают дискомфорта.
Быстрое действие:** комары начинают погибать через 10-15 минут после включения фумигатора.
Длительный срок действия:** одна пластина работает до 8-10 часов, непрерывно защищая помещение от комаров.
Большая площадь покрытия:** одна пластина эффективно защищает помещение площадью до 20 кв. м. даже при открытых окнах.
Удобство использования:** просто установите пластину в любой стандартный фумигатор.
Безопасность:** не содержит вредных химических веществ и токсинов.

Применение:

* Установите пластину в фумигатор и включите его в розетку.
* Комары начнут погибать через 10-15 минут.
* Одна пластина рассчитана на 8-10 часов непрерывной работы.
* Для защиты помещения площадью до 20 кв. м. достаточно одной пластины.

Состав:

* Пара-фенилендиамин 100%

**Форма выпуска:**

* Упаковка содержит 10 пластин

**Срок годности:**

* 3 года в невскрытой упаковке производителя

Меры предосторожности:

* Не использовать в помещениях, где есть открытое пламя или источники высокой температуры.
* Хранить в недоступном для детей месте.",50,56,images/products/domovoy_plastini_baby.jpg,Инсектициды
188,Пластины от комаров ,«Домовой» 10шт.,"Полная гибель комаров в закрытых помещениях достигается за 10-20 минут в зависимости от площади помещения. Пластина может быть использована многократно, для дальнейшего использования пластину следует хранить в упаковке. Применение одной пластины рассчитано до 10 часов в непрерывном режиме работы в помещении площадью до 20 кв/м. Обесцвечивание пластины является показателем окончания срока действия.",50,87,images/products/domovoy_plastini_baby_blue.jpg,Инсектициды
189,Пластины от комаров ,10шт. зеленые,"Полная гибель комаров в закрытых помещениях достигается за 10-20 минут в зависимости от площади помещения. Пластина может быть использована многократно, для дальнейшего использования пластину следует хранить в упаковке. Применение одной пластины рассчитано до 10 часов в непрерывном режиме работы в помещении площадью до 20 кв/м. Обесцвечивание пластины является показателем окончания срока действия.",30,69,images/products/green_30_plastini.jpg,Инсектициды
190,Доктор Робик 109,"cредство для выгребных ям и септиков, 75 г","Поддерживайте чистоту и эффективность своей выгребной ямы или септика с помощью ""Доктор Робик"" 109. Этот мощный биоактиватор содержит колонию бактерий, которые быстро и эффективно расщепляют органические вещества, включая бумагу, крахмал и мочевину.

**Преимущества:**

* **Мощное биоразложение:** Бактерии в ""Доктор Робик"" 109 эффективно расщепляют органику, предотвращая накопление осадка и неприятных запахов.
* **Устранение засоров:** Регулярное использование ""Доктор Робик"" 109 помогает предотвратить засоры вызванные органическими отложениями.
* **Сезонная очистка:** Идеально подходит для сезонной очистки выгребных ям и небольших септиков объемом до 1,5 кубометров.
* **Удобство использования:** Простой в использовании, не требует специального оборудования или знаний.
* **Безопасность:** Содержит безопасные для окружающей среды бактерии, которые не наносят вреда человеку или домашним животным.
**Инструкция по применению:**

* **Для септиков:** Высыпьте содержимое пакета непосредственно в септик или унитаз и смойте дважды.
* **Для выгребных ям:** Разведите содержимое пакета в ведре воды и вылейте в выгребную яму.

Повторяйте процедуру раз в месяц или каждые 40 дней для оптимальных результатов. Для повышения эффективности в начале сезона рекомендуется использовать ""Доктор Робик"" 109 в сочетании с ""Доктор Робик"" 509.

""Доктор Робик"" 109 — это естественное и эффективное решение для поддержания чистоты и работоспособности вашей выгребной ямы или септика.",200,45,images/products/robic_200.jpg,Инсектициды
191,Распылитель,подходит под бакалки 0.5-2л.,Используется для опрыскивания растений мелкодисперсным способом. Устанавливается на пластиковую бутылку любого объема.,50,54,images/products/raspilit_50.jpg,Кухонная утварь
192,Брусок абразивный двусторонний,"150мм. /6""","Брусок абразивный двусторонний РОКОТ 150мм /6"" — это отличный инструмент для заточки и правки режущих кромок различных инструментов, таких как ножи, топоры и строительный инструмент. Его двухсторонняя поверхность с разной степенью абразивности позволяет выполнять качественную заточку в несколько этапов, что обеспечивает идеальную остроту.

Износостойкий и долговечный материал бруска гарантирует долгий срок службы, а удобная форма и оптимальный размер делают его практичным в использовании. Этот точильный камень станет незаменимым помощником как для профессионалов, так и для домашних мастеров, позволяя поддерживать инструменты в отличном состоянии.",200,33,images/products/brusok_dvust_200.jpg,Кухонная утварь
193,Брусок абразивный двусторонний,"200мм. /6""","Брусок абразивный двусторонний РОКОТ 150мм /6"" — это отличный инструмент для заточки и правки режущих кромок различных инструментов, таких как ножи, топоры и строительный инструмент. Его двухсторонняя поверхность с разной степенью абразивности позволяет выполнять качественную заточку в несколько этапов, что обеспечивает идеальную остроту.

Износостойкий и долговечный материал бруска гарантирует долгий срок службы, а удобная форма и оптимальный размер делают его практичным в использовании. Этот точильный камень станет незаменимым помощником как для профессионалов, так и для домашних мастеров, позволяя поддерживать инструменты в отличном состоянии.",200,59,images/products/brusok_dvust_200.jpg,Кухонная утварь
194,Брусок точильный,малый 15 см,"Небольшой точильный камень имеет длину 15 см. Это инструмент для заточки ножей, ножниц и других режущих инструментов. Благодаря своим компактным размерам он портативен и удобен для выполнения различных задач по заточке. Точильный камень изготовлен из высококачественного материала, обычно представляющего собой комбинацию абразивных частиц и связующего вещества, что обеспечивает долговечность и эффективность. Его гладкая поверхность позволяет эффективно затачивать и хонинговать лезвия. Этот небольшой точильный камень станет надежным инструментом для поддержания остроты и функциональности ваших режущих инструментов как для профессионального использования, так и для домашней заточки.",100,89,images/products/brusok_odnost_100.jpg,Кухонная утварь
195,Зажигалка S&B, гнущаяся на блистере ,С возможностью заправки + предохранитель,200,6,images/products/zazig_kriv.jpg,Кухонная утварь
196,Зажигалка пьезо, АА батарейка (нет в комплекте),"Забудьте о постоянной необходимости покупать спички — зажигалка для газовой плиты с пьезоэлементом станет вашим надежным помощником на кухне! Этот удобный и безопасный гаджет позволяет легко и быстро поджигать конфорки, избавляя вас от хлопот с традиционными спичками.

Работа зажигалки осуществляется на батарейках, что обеспечивает длительное время использования без необходимости частой замены источника питания. Уникальная конструкция гарантирует, что как только вы отпустите кнопку, пламя мгновенно исчезает, что делает процесс поджигания абсолютно безопасным.

С помощью этой зажигалки вы сможете забыть о дыме, неприятных запахах и отходах, которые часто сопровождают использование обычных спичек. Кроме того, отсутствует риск возгорания близлежащих предметов, что особенно важно в кухонной обстановке.

Эта зажигалка не только функциональна, но и стильна, прекрасно вписываясь в любой интерьер кухни. С ней вы сможете легко и безопасно готовить любимые блюда, наслаждаясь комфортом и удобством. Сделайте свою кухню более безопасной и экономичной с помощью этой инновационной зажигалки!",250,29,images/products/zazig_aa_250.jpg,Кухонная утварь
197,Зажимы для пакетов ,6 шт.,"Зачастую после вскрытия упаковки от сыпучих продуктов возникает вопрос о дальнейшем хранении. Пересыпать в другую емкость или оставить в заводской, но с риском просыпать содержимое пакета? Просыпанные крупы, кофе, стиральный порошок, пролитое молоко... Грязь и незапланированная уборка это лишь часть проблемы. С нарушенной целостностью упаковки срок годности товара резко сокращается и появляется риск отравиться просроченным пищевым продуктом. Для сохранения биологической ценности продуктов и предохраняя их от быстрой порчи необходимо соблюдать правила хранения продуктов. Не измененный внешний вид продукта, хранящегося с нарушением правил хранения, не всегда означает высокую степень его свежести. Неправильное хранение продуктов вызывает быстрое размножение на них микроорганизмов и выделение токсинов, которые вызывают тяжелые пищевые отравления. В зависимости от вида продукта и способа его обработки выбирается необходимый способ хранения. Так сыпучие продукты, такие как крупы и макаронные изделия быстро впитывают посторонние запахи от других продуктов и поэтому хранить их необходимо в герметичных емкостях.

Пластмассовые зажимы для пакетов

Для сохранения порядка на кухне и обеспечения свежести и сохранности продуктов были разработано до гениальности простое и необходимое в каждом доме устройство. Пластмассовые зажимы для пакетов. Изготовлены защелки из цветной пластмассы и принцип работы схож с канцелярскими зажимами. Герметично фиксируются и обеспечивают сохранность продуктов. Прочные, просты в использовании, пригодны для многоразового использования. 

Способ применения: Отступить от края открытого пакета небольшое расстояние и установить защелку для пакетов.",50,20,images/products/zazim_50.jpg,Кухонная утварь
198,Зубочистки в пластмассовой ,в банке 100 шт,"Высококачественные бамбуковые зубочистки гладкие, без заусенцев и заточены с обеих сторон. Они эффективны при удалении остатков пищи и устранении микроорганизмов из полости рта.",100,81,images/products/,Кухонная утварь
199,Камень точильный,"""Лодочка"" 2-х сторонний","Точильный камень используется для ручной заточки различных инструментов, таких как косы, кухонные ножи, ножницы, топоры, секаторы и лопаты. Это особенно полезно для удаления металла, восстановления формы лезвия, выпрямления зазубрин, сколов, вмятин и заусенцев. При заточке точильный камень советуют смачивать водой. Для подготовки камня его следует потереть крупнозернистым абразивным кругом.

Абразивное зерно изготовлено из электрокорундовых материалов.",200,17,images/products/brusok_dvust_200_lodka.jpg,Кухонная утварь
200,Ключ для винтовых крышек ,универсальный,"Универсальный ключ для завинчивающихся крышек – удобный инструмент, позволяющий легко открывать и закрывать банки с завинчивающимися крышками одной рукой. Этот ключ предназначен для крепления к крышке банки, и, просто сжав ручки и повернув, вы сможете легко снять или закрепить крышку без риска повредить стеклянную банку или испортить крышку. С помощью универсального ключа вы можете легко открывать банки, сохраняя свежесть таких продуктов, как джемы или соленья. Он совместим со стандартными крышками различных размеров, что делает его универсальным и практичным инструментом для любой кухни.",200,16,images/products/otkrivasha_200_all.jpg,Кухонная утварь
201,Ложка деревянная столовая,19 см худ.роспись Хохлома,"Традиционная расписная деревянная хохломская ложка. Она изготовлена из натурального дерева и покрыта пищевым лаком, что делает ее пригодной для сервировки стола и различного использования на кухне. Ложку можно использовать для салатов, сыпучих и холодных блюд, меда и т. д. Она может стать отличным подарком друзьям, коллегам и близким. Кроме того, в России в качестве музыкальных инструментов иногда используются деревянные ложки. Размеры этой ложки 190 х 55 х 35 см.",150,58,images/products/xoxlomaffork_150.jpg,Кухонная утварь
202,Ложка бук,44cm,,150,94,images/products/lozzka_bukk.jpg,Кухонная утварь
203,Ложка нерж. гарнирная,JYRAD 33 см,"Кухонная ложка используется для смешивания большого количества готовой пищи. Он изготовлен из нержавеющей стали, что делает его прочным и устойчивым к ржавчине. Ложка имеет петельку для подвешивания, что позволяет удобно хранить ее. Его также можно мыть в посудомоечной машине, что обеспечивает удобную и беспроблемную очистку. Общая длина ложки 33 см.",200,8,images/products/lozzka_jerrr.jpg,Кухонная утварь
204,Ложка-шумовка ,Jyrad,"Шумовка кухонная изготовлена из нержавеющей стали, что делает ее прочной и долговечной. Она не ржавеет и не влияет на вкус или качество пищи. Основное назначение шумовки - извлекать пищу из посуды с жидкостью, так чтобы она не задерживала лишнюю жидкость. Это идеально подходит для поедания пельменей, вареников или других пастообразных продуктов. Также шумовка полезна для удаления пены с кипятка или для извлечения овощей или фруктов из банок. Небольшие размеры шумовки - 35 см в длину, 11 см в диаметре и 3 мм в диаметре отверстий - делают ее удобной в использовании и хранении, она не занимает много места на кухне.",200,20,images/products/lozka_shum.jpg,Кухонная утварь
205,Ложка шумовка ,22.5 см ,,100,77,images/products/lozka_shum_100.jpg,Кухонная утварь
206,Овощечистка-овощерезка," 2 в 1
","На сегодняшний день существует огромное количество приспособлений, способных сократить время, которое мы тратим на решение бытовых вопросов. Большее количество времени чаще всего у нас отнимает приготовление пищи. Особенно такой этап, как подготовки продуктов для приготовления, а именно чистка и нарезка овощей. Среди всего многообразия предлагаемого нам производителями кухонных приспособлений, предназначенных для решения вышеупомянутой проблемы, сложно остановить свой выбор сразу на какой-то определенной модели. В первую очередь, стоит определить бюджет, затем понять насколько объемным может быть это устройство (иначе, говоря позволяют ли габариты кухни приобрести массивный агрегат) и наконец, насколько эффективно будет использоваться. Не всегда имеет смысл приобретать огромный комбайн или мультирезку. Безусловно, это многофункциональные устройства, способные в разы сократить время приготовления пищи. Но существует и существенный минус. Места они занимают не мало. А вот такая вещь, как ручная овощечистка-овощерезка 2 в 1 станет помощницей номер один. Места занимает мало, легко очищается с помощью воды и моющего средства и стоимость ее очень низкая. С помощью такой двухсторонней овощечистки возможно не только в считанные минуты почистить овощи, но и нарезать их длинной соломкой, например, для корейского салата.

Корпус овощечистки-овощерезки выполнен из прочного пластика яркого позитивного цвета, а лезвия из нержавеющей стали. Благодаря качественному пластику корпус не подвержен деформации и возможно использование овощечистки-овощерезки для нарезки более плотных продуктов (морковь, свекла).",100,75,images/products/ovoshecitka_100.jpg,Кухонная утварь
207,Овощечистка с деревянной ручкой ,20см Хохлома,"Фонарь спроектирован и рекомендован для велосипедистов, в комплекте поставляется крепление  на руль. Незаменим для любителей ночных велопрогулок.  Два режима работы: «100%»  «строб» Хорошо сбалансированный свет 1 Вт светодиода в режиме «100%» позволит комфортно перемещаться на средней скорости в полной темноте, своевременно обозначая ямы и неровности дорог, а режим «строб» поможет обезопасить езду в светлое время суток.   Четыре элемента питания R03 (в комплект не входят) обеспечат светом в пути продолжительное время (не менее 4 часов). Влагозащищенная конструкция корпуса из алюминия убережет фонарь в дождливую погоду. Технические характеристики: элементы питания – 4хААА (R03), Источник света – яркий светодиод 1 Вт. Упаковка:индивидуальная упаковка – блистер",150,2,images/products/ovoshecitka_150_xoxloma.jpg,Кухонная утварь
208,Овощерезка ,с силиконовой ручкой,Фигурная резка,200,19,images/products/ovorezka_figur.jpg,Кухонная утварь
209,Ножеточка универсальная,для черновой и финальной заточки,"Представляем универсальную ножеточку, которая станет вашим незаменимым помощником на кухне! С её помощью вы сможете быстро и безопасно затачивать кухонные ножи, возвращая им остроту всего за считанные минуты. Эта ножеточка идеально подходит как для черновой, так и для финальной заточки, позволяя вам нарезать продукты максимально тонко и аккуратно.

Компактные размеры (21,5х5х6 см) делают её удобной для хранения и использования. Обратите внимание: во время заточки не следует надавливать на нож, чтобы избежать повреждения лезвия. После завершения процесса заточки рекомендуется аккуратно вымыть ножи и вытереть их насухо для сохранения их качества.



Учтите, что при заточке керамических ножей керамическое покрытие может стираться — это нормальное явление. С нашей ножеточкой ваши ножи всегда будут в отличном состоянии, готовые к любым кулинарным задачам!",200,82,images/products/knife_zatoch_200.jpg,Кухонная утварь
210,"Ножеточка Рыбка
",универсальная,"Ножеточка универсальная Рыбка на блистере

Точилку ""Рыбка"" можно безопасно использовать для ножей и ножниц, она предназначена специально для заточки лезвий. При чистке ручной точилки для ножей используйте мягкую ткань или щетку и избегайте попадания влаги внутрь заточного устройства. Однако важно отметить, что ножеточка может не подойти для заточки керамических ножей или ножей с зубчатыми лезвиями.",100,78,images/products/ribka_tochilka.jpg,Кухонная утварь
211,Мельница механическая,для перца и специй из стали,,400,46,images/products/melnica_steel.jpg,Кухонная утварь
212,Машинка закаточная ,полуавтоматическая Кредмаш ,"Закаточная машина «Кредмаш» — прочный и эффективный инструмент, созданный специально для укупорки стеклянных банок при домашнем консервировании. Благодаря полуавтоматическому перемещению роликов он позволяет легко консервировать банки, не требуя чрезмерного давления на ручки, что делает его доступным для людей с ограниченными физическими возможностями. Конструкция машины обеспечивает защиту горлышка банки от сколов, гарантируя надежную герметизацию. Изготовленный из долговечной углеродистой стали, он дополнительно усилен защитным и декоративным покрытием. Металлический ролик, используемый в машине, продлевает срок ее службы и обеспечивает герметичную сохранность.",1500,59,images/products/kremdash.jpg,Кухонная утварь
213,Машинка закаточная ,полуавтомат Хозяюшка Мещёра-1,"Регулируемый закаточный ролик, позволяет применять, для закрутки, крышки различных производителей.

Способ применения:

Разместить закаточную машинку сверху на крышку, помещенную на (предварительно простерилизованную и заполненную) банку. Сделать не меньше 7 кругов ручкой закаточной машинки вокруг банки. Остановка ручки служит сигналом окончания закрутки.



""Мы то, что мы едим"", произнося эти слова Гиппократ имел в виду не совсем тот смысл, который эти слова приобрели сегодня. Сейчас на полках магазинов мегаполисов можно найти абсолютно все. Не в зависимости от сезона супермаркеты предлагают огромный выбор экзотических фруктов и овощей. На любой вкус и кошелек. Но в последнее время обилие генетически модифицированных продуктов ставит нас в тупик. Если задаться целью правильного и здорового питания, то сразу сталкиваешься с проблемой - крайне сложно найти полезные, свежие, экологически чистые и главное не ГМО продукты. Чтобы быть уверенными в ""чистоте"" употребляемых в пищу продуктов существует несколько возможных путей решения. Многие предпочитают выращивать фрукты-овощи у себя в на садово-огородных участках. Так появляется уверенность в качестве. Но для обретения этой уверенности необходимо иметь земельный участок, много свободного времени, терпения и сил. А для тех кто не имеет ни времени и ни дачных участков, но стремиться улучшить качество своей жизни, могут воспользоваться предложениями фермерских хозяйств, которые дают возможность приобретения гарантировано качественных продуктов.

Но запастись свежими продуктами впрок невозможно, потому что проходят сроки их хранения, проходит сезон их созревания. Возможный способ решения - это консервирование. Салаты, варенье, компоты. Главным условием качественного консервирования является использование банок и крышек отличного качества. А чтобы сам процесс был не менее качественным и продукты не испортились раньше наступления холодов, необходимо с умом подойти к выбору закаточной машинки для обеспечения герметичной закатки.

Существуют три вида закаточных машин: ручные, полуавтоматические и автоматические. Как показывает статистика, наиболее часто выбираемыми являются полуавтоматические закаточные машинки. В отличие от ручных они не требуют дополнительных подкручиваний для достижения полного затягивания и герметичного закрытия банок.",500,94,images/products/zakat_500.jpg,Кухонная утварь
214,Машинка закаточная ,автомат с подшипником Виктория №1,"Закаточная машина автоматическая «Виктория №1» предназначена для герметизации стеклянных банок с горлышком типа - 82 и металлическими крышками при консервировании в домашних условиях. Он запечатывает банку, поворачивая ручку с роликом автоматической подачи до упора. Машина автоматически отключается в конце укупорки, устраняя необходимость возвращать ее в исходное положение. В комплект входит силиконовый противоскользящий коврик для банки. Рекомендуемые крышки из листового металла (жести) для этой машины: ЭЖК-18, ЭЖК-20 и ЭЖК-22.",1500,38,images/products/zakat_1500.jpg,Кухонная утварь
215,Держатель,для нарезки лука ,"Держатель является отличным инструментом для того, чтобы нарезать лук не порезав пальцы. Нарезка становится легче и ровнее, нежели просто с ножом и придерживая рукой.",100,16,onion_cutt.jpgonion_cutt.jpg,Кухонная утварь
216,Щипцы,для извлечения костей из рыбы,"Кулинарные щипцы и пинцеты — универсальные инструменты для кухни, дома и сада. Они эффективно очищают филе от костей и чешуи, сохраняя ногти и маникюр. Изготовленные из нержавеющей стали, их можно мыть в посудомоечной машине, и они пригодятся для различных задач, например для удаления перьев с домашней птицы или шерсти с дичи. Благодаря удобной рукоятке и точному кончику они подходят как поварам-любителям, так и профессионалам.",150,38,images/products/fish_ship.jpg,Кухонная утварь
217,Чесночница ,"орехокол b косточковыдавливатель
",,,50,images/products/orexx_220.jpg,Кухонная утварь
218,Фильтр в водослив нерж,ЕВРО 70 мм ,"Металлический фильтр предназначен для предотвращения засорения труб путем улавливания отходов, волос и остатков пищи на кухне и в ванной комнате. Он плотно прилегает ко дну, предотвращая попадание в слив мелкого мусора и волос, что облегчает очистку раковины или душа. Его характеристики включают общий диаметр 70 мм и минимальный диаметр сливного отверстия раковины/раковины 37 мм.",50,3,images/products/sito_standart_steel.jpg,Кухонная утварь
219,Трубочки с гофр., 5*210 за 100 шт неон,"Самый распространенный атрибут любого питейного заведения, которое имеет в своем меню коктейли - это трубочка (или как еще ее называют соломинка). Не в зависимости от того крепкий коктейль или молочный мы привыкли их ассоциировать именно с соломинкой. Интересный факт, что они вошли в обиход очень давно и их прототипы датированные 4-6 веком нашей эры находят при проведении археологических раскопок и по сей день. Правда, в те далекие времена они изготовлялись либо из дорогих металлов (золота и серебра) и были доступны только высшим богатым слоям населения, либо использовали обычную сухую солому, отсюда и второе название - соломинка. Соломинки вполне справлялись со своими функциональными назначениями и самое главное практически ничего не стоили, если бы ни одно но - они быстро размокали и становились непригодными. Но тем не менее, не смотря на такой существенный недостаток, до 19 века при подаче коктейлей использовали именно солому. Пока 1888 году не было предложено американским изобретателем использовать для изготовления трубочек манильскую бумагу. Предложение было принято и популярность соломинок только возросла. Вплоть до начала 20 века. В начале 20 века началось производства трубочек из пластика. Разные по высоте и диаметру, в зависимости от высоты стакана и плотности жидкости (коктейля). Затем было введено еще одно немаловажное новшество в виде гофры. Благодаря небольшому гофрированному участку на соломинке, стало удобно сгибать ее под нужным углом, что заметно повысило уровень комфорта при употреблении коктейлей.

На сегодняшний день трубочки производят разнообразных цветов и форм и используют не только в барах. Из них делают все возможные детские поделки, используют для хранения бижутерии, продлевают жизнь цветам в вазах и много другое. Наиболее популярны - неоновые гофрированные трубочки.",100,24,images/products/trubocki_100.jpg,Кухонная утварь
220,Точило,для ножа мясорубки,"Универсальная точилка для ножей мясорубок – универсальный инструмент, предназначенный для восстановления режущей кромки ножа, используемого в механических и электрических мясорубках. Он специально разработан для решения таких проблем, как неэффективная нарезка мяса мясорубкой или частое засорение бункера рядом с сеткой.

В этой точилке используются абразивные диски. Эти абразивные диски используются для заточки ножа мясорубки. Диски изготовлены из прочного и высококачественного абразивного материала, обеспечивающего эффективную заточку и долговечность.

С помощью этой точилки вы можете легко восстановить остроту ножа мясорубки, что позволит ему эффективно нарезать мясо и избежать проблем с засорением. Процесс заточки включает использование абразивных дисков для шлифования и изменения формы режущей кромки ножа, обеспечивая оптимальную производительность вашей мясорубки.

Инструкции по заточке ножа мясорубки точильным камнем:

1. Смочите шлифовальные круги, погрузив их в воду на 2–3 минуты.
2. Вставьте нож в мясорубку, заменив решетку шлифовальным кругом.
3. Надежно, но не слишком сильно затяните зажимную гайку.
4. Поверните ручку по часовой стрелке примерно 80 раз, если используете ручную мясорубку, или включите электрическую мясорубку.
5. Прежде чем покупать точилку, убедитесь, что кончик шнека вашей мясорубки имеет круглую форму и соответствует круглой форме центрального отверстия для заточки решетки.",50,58,images/products/brusok_meatrubka.jpg,Кухонная утварь
